timestamp,active_agents,avg_cpu_pct,avg_ram_mb,total_reports
2026-03-24 19:06:54,1,78.20,2536.00,14
2026-03-24 19:07:04,1,59.00,4068.00,15
2026-03-24 19:07:14,1,52.50,1366.00,16
2026-03-24 19:07:24,1,68.40,1753.00,17
2026-03-24 19:07:34,1,64.10,2632.00,18
2026-03-24 19:07:44,1,30.00,3508.00,19
2026-03-24 19:07:54,1,24.50,1916.00,20
2026-03-24 19:30:07,1,24.50,1916.00,20
2026-03-24 19:51:48,0,0.00,0.00,20
2026-03-24 19:51:58,0,0.00,0.00,20
2026-03-24 19:52:08,0,0.00,0.00,20
2026-03-24 19:52:18,0,0.00,0.00,20
2026-03-24 19:52:28,0,0.00,0.00,20
2026-03-24 19:52:38,0,0.00,0.00,20
2026-03-24 19:52:48,0,0.00,0.00,20
2026-03-24 19:52:58,0,0.00,0.00,20
2026-03-24 19:53:08,0,0.00,0.00,20
2026-03-24 19:53:18,0,0.00,0.00,20
2026-03-24 19:53:28,0,0.00,0.00,20
2026-03-24 19:53:38,0,0.00,0.00,20
2026-03-24 19:53:48,0,0.00,0.00,20
2026-03-24 19:53:58,0,0.00,0.00,20
2026-03-24 19:54:08,0,0.00,0.00,20
2026-03-24 19:54:18,0,0.00,0.00,20
2026-03-24 19:54:28,0,0.00,0.00,20
2026-03-24 19:54:38,0,0.00,0.00,20
2026-03-24 19:54:48,0,0.00,0.00,20
2026-03-24 19:54:58,0,0.00,0.00,20
2026-03-24 19:55:08,0,0.00,0.00,20
2026-03-24 19:55:18,0,0.00,0.00,20
2026-03-24 19:55:28,0,0.00,0.00,20
2026-03-24 19:55:38,0,0.00,0.00,20
2026-03-24 19:55:48,0,0.00,0.00,20
2026-03-24 19:55:58,0,0.00,0.00,20
2026-03-24 19:56:08,0,0.00,0.00,20
2026-03-24 19:56:18,0,0.00,0.00,20
2026-03-24 19:56:28,0,0.00,0.00,20
2026-03-24 19:56:38,0,0.00,0.00,20
2026-03-24 19:56:48,0,0.00,0.00,20
2026-03-24 19:56:58,0,0.00,0.00,20
2026-03-24 19:57:08,0,0.00,0.00,20
2026-03-24 19:57:18,0,0.00,0.00,20
2026-03-24 19:57:28,0,0.00,0.00,20
2026-03-24 19:57:38,0,0.00,0.00,20
2026-03-24 19:57:48,0,0.00,0.00,20
2026-03-24 19:57:58,0,0.00,0.00,20
2026-03-24 19:58:08,0,0.00,0.00,20
2026-03-24 19:58:18,0,0.00,0.00,20
2026-03-24 19:58:28,0,0.00,0.00,20
2026-03-24 19:58:38,0,0.00,0.00,20
2026-03-24 19:58:48,0,0.00,0.00,20
2026-03-24 19:58:58,0,0.00,0.00,20
2026-03-24 19:59:08,0,0.00,0.00,20
2026-03-24 19:59:18,0,0.00,0.00,20
2026-03-24 19:59:28,0,0.00,0.00,20
2026-03-24 19:59:38,0,0.00,0.00,20
2026-03-24 19:59:48,0,0.00,0.00,20
2026-03-24 19:59:58,0,0.00,0.00,20
2026-03-24 20:00:08,0,0.00,0.00,20
2026-03-24 20:00:18,0,0.00,0.00,20
2026-03-24 20:00:28,0,0.00,0.00,20
2026-03-24 20:00:38,0,0.00,0.00,20
2026-03-24 20:00:48,0,0.00,0.00,20
2026-03-24 20:00:58,0,0.00,0.00,20
2026-03-24 20:01:08,0,0.00,0.00,20
2026-03-24 20:01:18,0,0.00,0.00,20
2026-03-24 20:01:28,0,0.00,0.00,20
2026-03-24 20:01:38,0,0.00,0.00,20
2026-03-24 20:01:48,0,0.00,0.00,20
2026-03-24 20:01:58,0,0.00,0.00,20
2026-03-24 20:02:08,0,0.00,0.00,20
2026-03-24 20:02:18,0,0.00,0.00,20
2026-03-24 20:02:28,0,0.00,0.00,20
2026-03-24 20:02:38,0,0.00,0.00,20
2026-03-24 20:02:48,0,0.00,0.00,20
2026-03-24 20:02:58,0,0.00,0.00,20
2026-03-24 20:03:08,0,0.00,0.00,20
2026-03-24 20:03:18,0,0.00,0.00,20
2026-03-24 20:03:28,0,0.00,0.00,20
2026-03-24 20:03:38,0,0.00,0.00,20
2026-03-24 20:03:48,0,0.00,0.00,20
2026-03-24 20:03:58,0,0.00,0.00,20
2026-03-24 20:04:08,0,0.00,0.00,20
2026-03-24 20:04:18,0,0.00,0.00,20
2026-03-24 20:04:28,0,0.00,0.00,20
2026-03-24 20:04:38,0,0.00,0.00,20
2026-03-24 20:04:48,0,0.00,0.00,20
2026-03-24 20:04:58,0,0.00,0.00,20
2026-03-24 20:05:08,0,0.00,0.00,20
2026-03-24 20:05:18,0,0.00,0.00,20
2026-03-24 20:05:28,0,0.00,0.00,20
2026-03-24 20:05:38,0,0.00,0.00,20
2026-03-24 20:05:48,0,0.00,0.00,20
2026-03-24 20:05:58,0,0.00,0.00,20
2026-03-24 20:06:08,0,0.00,0.00,20
2026-03-24 20:06:18,0,0.00,0.00,20
2026-03-24 20:06:28,0,0.00,0.00,20
2026-03-24 20:06:38,0,0.00,0.00,20
2026-03-24 20:06:48,0,0.00,0.00,20
2026-03-24 20:06:58,0,0.00,0.00,20
2026-03-24 20:07:08,0,0.00,0.00,20
2026-03-24 20:07:18,0,0.00,0.00,20
2026-03-24 20:07:28,0,0.00,0.00,20
2026-03-24 20:07:38,0,0.00,0.00,20
2026-03-24 20:07:48,0,0.00,0.00,20
2026-03-24 20:07:58,0,0.00,0.00,20
2026-03-24 20:08:08,0,0.00,0.00,20
2026-03-24 20:08:18,0,0.00,0.00,20
2026-03-24 20:08:28,0,0.00,0.00,20
2026-03-24 20:08:38,0,0.00,0.00,20
2026-03-24 20:08:48,0,0.00,0.00,20
2026-03-24 20:08:58,0,0.00,0.00,20
2026-03-24 20:09:08,0,0.00,0.00,20
2026-03-24 20:09:18,0,0.00,0.00,20
2026-03-24 20:09:28,0,0.00,0.00,20
2026-03-24 20:09:38,0,0.00,0.00,20
2026-03-24 20:09:48,0,0.00,0.00,20
2026-03-24 20:09:58,0,0.00,0.00,20
2026-03-24 20:10:08,0,0.00,0.00,20
2026-03-24 20:10:18,0,0.00,0.00,20
2026-03-24 20:10:28,0,0.00,0.00,20
2026-03-24 20:10:38,0,0.00,0.00,20
2026-03-24 20:10:48,0,0.00,0.00,20
2026-03-24 20:10:58,0,0.00,0.00,20
2026-03-24 20:11:09,0,0.00,0.00,20
2026-03-24 20:11:19,0,0.00,0.00,20
2026-03-24 20:11:29,0,0.00,0.00,20
2026-03-24 20:11:39,0,0.00,0.00,20
2026-03-24 20:11:49,0,0.00,0.00,20
2026-03-24 20:11:59,0,0.00,0.00,20
2026-03-24 20:12:09,0,0.00,0.00,20
2026-03-24 20:12:19,0,0.00,0.00,20
2026-03-24 20:12:29,0,0.00,0.00,20
2026-03-24 20:12:39,0,0.00,0.00,20
2026-03-24 20:12:49,0,0.00,0.00,20
2026-03-24 20:12:59,0,0.00,0.00,20
2026-03-24 20:13:09,0,0.00,0.00,20
2026-03-24 20:13:19,0,0.00,0.00,20
2026-03-24 20:13:29,0,0.00,0.00,20
2026-03-24 20:13:39,0,0.00,0.00,20
2026-03-24 20:13:49,0,0.00,0.00,20
2026-03-24 20:13:59,0,0.00,0.00,20
2026-03-24 20:14:09,0,0.00,0.00,20
2026-03-24 20:14:19,0,0.00,0.00,20
2026-03-24 20:14:29,0,0.00,0.00,20
2026-03-24 20:14:39,0,0.00,0.00,20
2026-03-24 20:14:49,0,0.00,0.00,20
2026-03-24 20:14:59,0,0.00,0.00,20
2026-03-24 20:15:09,0,0.00,0.00,20
2026-03-24 20:15:19,0,0.00,0.00,20
2026-03-24 20:15:29,0,0.00,0.00,20
2026-03-24 20:15:39,0,0.00,0.00,20
2026-03-24 20:15:49,0,0.00,0.00,20
2026-03-24 20:15:59,0,0.00,0.00,20
2026-03-24 20:16:09,0,0.00,0.00,20
2026-03-24 20:16:19,0,0.00,0.00,20
2026-03-24 20:16:29,0,0.00,0.00,20
2026-03-24 20:16:39,0,0.00,0.00,20
